"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"9/04/2018","Oscar's Taco Shop","OSCARSTACOSHOP8  1253","8.33","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/04/2018","D D Events","D & D EVENTS     1253","8.80","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/04/2018","Cole Haan Nash","COLE HAAN-NASH   1253","172.05","debit","Clothing","LIFEGREEN CHECKING F","",""
"9/04/2018","Metro","L2G*METRO PARKS  1253","38.87","debit","Utilities","LIFEGREEN CHECKING F","",""
"9/04/2018","D D Events","D & D EVENTS     1253","12.10","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/03/2018","Lucky Brand Nashville","LUCKY BRAND #43358 NASHVILLE TN","156.77","debit","Clothing","DISCOVER IT CHROME CARD","",""
"9/02/2018","Wendy's","WENDY'S #0413 NASHVILLE TN","4.37","debit","Fast Food","DISCOVER IT CHROME CARD","",""
"9/02/2018","Trader Joe's","TRADER JOE'S #664 QPS NASHVILLE TN","43.48","debit","Groceries","DISCOVER IT CHROME CARD","",""
"9/02/2018","Kroger","KROGER #895 NASHVILLE TN","30.27","debit","Groceries","DISCOVER IT CHROME CARD","",""
"9/02/2018","Kroger","KROGER #567 NASHVILLE TN","7.44","debit","Groceries","DISCOVER IT CHROME CARD","",""
"9/01/2018","H G Hill","H G HILL URBAN MAR NASHVILLE TN","13.07","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"8/31/2018","Ubs Business Sol","UBS BUSINESS SOL PAYROLL","1415.02","credit","Paycheck","LIFEGREEN CHECKING F","",""
"8/30/2018","Campgladiator","CampGladiator    1253","10.00","debit","Gym","LIFEGREEN CHECKING F","",""
"8/30/2018","H G Hill","H G HILL URBAN   1253","3.89","debit","Fun","LIFEGREEN CHECKING F","",""
"8/28/2018","Swingin' Doors Saloon LLC","SWINGIN DOORS S  1253","16.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/27/2018","Jimmy John's","JIMMY JOHNS - 1801 NASHVILLE TN","7.72","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"8/27/2018","Uber.com","UBER   TRIP JAX  1253","3.50","debit","Fun","LIFEGREEN CHECKING F","",""
"8/27/2018","Delta","DELTA AIR   006  1253","163.12","debit","Vacation","LIFEGREEN CHECKING F","",""
"8/27/2018","United","UNITED      016  1253","139.81","debit","Travel","LIFEGREEN CHECKING F","",""
"8/27/2018","International Service","INTERNATIONAL SERVICE","4.89","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"8/27/2018","D D Events","D & D EVENTS     1253","17.60","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/27/2018","Kaplan","KAPLAN-JYMONK-D  1253","155.70","debit","Education","LIFEGREEN CHECKING F","",""
"8/25/2018","Zoes Kitchen","ZOES KITCHEN NASHVILLE TN02529R","13.65","debit","Food & Dining","DISCOVER IT CHROME CARD","",""
"8/25/2018","Shell","SHELL 91002738504 NASHVILLE TN","19.45","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"8/25/2018","H G Hill","H G HILL URBAN MAR NASHVILLE TN","5.65","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"8/24/2018","Kroger","KROGER #567 NASHVILLE TN","63.25","debit","Groceries","DISCOVER IT CHROME CARD","",""
"8/24/2018","Vivaaerobus","VIVAAEROBUS      1253","55.73","debit","Vacation","LIFEGREEN CHECKING F","",""
"8/24/2018","Wal-Mart","WALMART.COM 800  1253","16.92","debit","Groceries","LIFEGREEN CHECKING F","",""
"8/24/2018","Eb Pechakucha N","EB PECHAKUCHA N  1253","20.00","debit","Entertainment","LIFEGREEN CHECKING F","",""
"8/24/2018","International Service","INTERNATIONAL SERVICE","1.67","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"8/23/2018","Wendy's","WENDY S #0413    1253","4.37","debit","Restaurants","LIFEGREEN CHECKING F","",""
"8/22/2018","Fruugo","FRUUGO           IAT PAYPAL","24.67","debit","Clothing","LIFEGREEN CHECKING F","",""
"8/22/2018","Mobile Deposit Avail","MOBILE DEPOSIT-AVAIL TONIGHT","34.93","credit","Income","LIFEGREEN CHECKING F","",""
"8/21/2018","Amazon","AMZN MKTP US AM  1253","33.95","debit","Shopping","LIFEGREEN CHECKING F","",""
"8/21/2018","Amazon","AMZN Mktp US     1253","9.99","debit","Shopping","LIFEGREEN CHECKING F","",""
"8/21/2018","Check 180","CHECK #180","25.55","debit","Check","LIFEGREEN CHECKING F","",""
"8/21/2018","Fruugo","FRUUGO           IAT PAYPAL","29.64","debit","Clothing","LIFEGREEN CHECKING F","",""
"8/20/2018","Discover E","DISCOVER         E-PAYMENT","508.98","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"8/20/2018","Aditi Gupta","ADITI GUPTA      IAT PAYPAL","1.99","debit","Groceries","LIFEGREEN CHECKING F","",""
"8/20/2018","H G Hill","H G HILL URBAN   1253","3.27","debit","Fun","LIFEGREEN CHECKING F","",""
"8/20/2018","Monty's Barber Shop","MONTYS BARBER S  1253","30.00","debit","Hair","LIFEGREEN CHECKING F","",""
"8/20/2018","Noelle F B","NOELLE F&B       1253","12.67","debit","Restaurants","LIFEGREEN CHECKING F","",""
"8/20/2018","Fruugo","FRUUGO           IAT PAYPAL","29.61","debit","Clothing","LIFEGREEN CHECKING F","",""
"8/20/2018","Alley Taps Llc","ALLEY TAPS LLC   1253","25.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/19/2018","Cashback Bonus Redemption","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","6.11","credit","Bonus","DISCOVER IT CHROME CARD","",""
"8/19/2018","Internet Thank You","INTERNET PAYMENT - THANK YOU","508.98","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"8/18/2018","Trader Joe's","TRADER JOE'S #664 QPS NASHVILLE TN","36.38","debit","Groceries","DISCOVER IT CHROME CARD","",""
"8/18/2018","Kroger","KROGER #895 NASHVILLE TN","28.46","debit","Groceries","DISCOVER IT CHROME CARD","",""
"8/17/2018","Ubs Business Sol","UBS BUSINESS SOL PAYROLL","1376.30","credit","Paycheck","LIFEGREEN CHECKING F","",""
"8/16/2018","YMCA","YMCA OF MIDDLE   1253","40.00","debit","Gym","LIFEGREEN CHECKING F","",""
"8/14/2018","H G Hill","H G HILL URBAN MAR NASHVILLE TN","3.38","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"8/13/2018","Alley Taps Llc","ALLEY TAPS LLC   1253","17.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/13/2018","Nes Power Utility","NES POWER        UTILITY","122.57","debit","Utilities","LIFEGREEN CHECKING F","",""
"8/13/2018","D D Events","D & D EVENTS     1253","16.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/13/2018","D D Events","D & D EVENTS     1253","16.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/12/2018","H G Hill","H G HILL URBAN MAR NASHVILLE TN","3.38","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"8/12/2018","Kroger","KROGER #567 NASHVILLE TN","36.72","debit","Groceries","DISCOVER IT CHROME CARD","",""
"8/11/2018","Metro","L2G*METRO PARKS NASHVILLE TN3737388320","20.46","debit","Utilities","DISCOVER IT CHROME CARD","",""
"8/11/2018","Chipotle","CHIPOTLE 1687 NASHVILLE TN","11.25","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"8/11/2018","Wendy's","WENDY'S #0413 NASHVILLE TN","4.37","debit","Fast Food","DISCOVER IT CHROME CARD","",""
"8/10/2018","Oscar's Taco Shop","OSCARSTACOSHOP8 NASHVILLE TN","8.33","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"8/06/2018","Uber.com","UBER   TRIP EMD  1253","3.50","debit","Fun","LIFEGREEN CHECKING F","",""
"8/06/2018","Tin Roof Nashvi","TIN ROOF NASHVI  1253","10.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/06/2018","Uber.com","UBER   TRIP 6ZS  1253","3.50","debit","Fun","LIFEGREEN CHECKING F","",""
"8/04/2018","Chipotle","CHIPOTLE 1687 NASHVILLE TN","7.48","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"8/04/2018","Kroger","KROGER #571 HENDERSONVILLTN","85.18","debit","Groceries","DISCOVER IT CHROME CARD","",""
"8/03/2018","Ubs Business Sol","UBS BUSINESS SOL PAYROLL","1376.29","credit","Paycheck","LIFEGREEN CHECKING F","",""
"8/02/2018","Cumberland 1","Cumberland on Ch Rent","732.50","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"8/01/2018","Cfa Institute","CFA INSTITUTE    1253","1400.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"7/31/2018","Edleys Barbque Sylvan","EDLEYS BARBQUE-SYLVAN NASHVILLE TN","12.50","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"7/31/2018","Paradise Park T","PARADISE PARK T  1253","11.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/31/2018","Paradise Park T","PARADISE PARK T  1253","7.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/31/2018","Paradise Park T","PARADISE PARK T  1253","7.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/30/2018","Bakersfield Net","BAKERSFIELD NAS  1253","50.95","debit","Home Phone","LIFEGREEN CHECKING F","",""
"7/30/2018","Jason Aldean","JASON ALDEAN S   1253","14.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/30/2018","Ajs Good Time","AJS GOOD TIME B  1253","6.50","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/30/2018","Chipotle","CHIPOTLE 1687    1253","7.48","debit","Restaurants","LIFEGREEN CHECKING F","",""
"7/30/2018","Miss Saigon","MISS SAIGON      1253","24.96","debit","Restaurants","LIFEGREEN CHECKING F","",""
"7/29/2018","Kroger Fuel","KROGER FUEL #9571 HENDERSONVILLTN","29.05","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"7/29/2018","Kroger","KROGER #571 HENDERSONVILLTN","38.25","debit","Groceries","DISCOVER IT CHROME CARD","",""
"7/27/2018","K World Ma","K & S WORLD MA   1253","7.42","debit","Groceries","LIFEGREEN CHECKING F","",""
"7/26/2018","Rebar","REBAR            1253","11.20","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/25/2018","Audible.com","Audible          1253","16.37","debit","Books","LIFEGREEN CHECKING F","",""
"7/25/2018","Inst Xfer","PAYPAL           INST XFER","46.89","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/24/2018","Tst Pinewood","TST* PINEWOOD S  1253","6.46","debit","Restaurants","LIFEGREEN CHECKING F","",""
"7/24/2018","Tst Pinewood","TST* PINEWOOD S  1253","19.65","debit","Restaurants","LIFEGREEN CHECKING F","",""
"7/22/2018","Shell","SHELL 91002738327 BRENTWOOD TN","11.54","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"7/22/2018","Trader Joe's","TRADER JOE'S #664 QPS NASHVILLE TN","42.81","debit","Groceries","DISCOVER IT CHROME CARD","",""
"7/22/2018","Kroger","KROGER #567 NASHVILLE TN","7.12","debit","Groceries","DISCOVER IT CHROME CARD","",""
"7/22/2018","Kroger","KROGER #895 NASHVILLE TN","13.98","debit","Groceries","DISCOVER IT CHROME CARD","",""
"7/21/2018","Target","TARGET BRENTWOOD TN","42.24","debit","Shopping","DISCOVER IT CHROME CARD","",""
"7/20/2018","Santorini Greek Restaurant","SANTORINI GREEK RESTAURA NASHVILLE TN","7.28","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"7/20/2018","H G Hill","H G HILL URBAN MAR NASHVILLE TN","6.77","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"7/20/2018","Ubs Business Sol","UBS BUSINESS SOL PAYROLL","1431.95","credit","Paycheck","LIFEGREEN CHECKING F","",""
"7/18/2018","Monty's Barber Shop","MONTYS BARBER SHOP NASHVILLE TN","25.00","debit","Hair","DISCOVER IT CHROME CARD","",""
"7/17/2018","Exxon","EXXONMOBIL NASHVILLE TN","3.77","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"7/17/2018","Kroger","KROGER #596 BRENTWOOD TN","78.47","debit","Groceries","DISCOVER IT CHROME CARD","",""
"7/17/2018","Paradise Park T","PARADISE PARK T  1253","14.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/17/2018","Paradise Park T","PARADISE PARK T  1253","37.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/17/2018","Paradise Park T","PARADISE PARK T  1253","6.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/16/2018","Water Systems","WATER SYSTEMS,   1253","64.88","debit","Utilities","LIFEGREEN CHECKING F","",""
"7/16/2018","Discover E","DISCOVER         E-PAYMENT","437.46","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"7/16/2018","Supercoolfu","SQ *SUPERCOOLFU  1253","20.55","debit","Hair","LIFEGREEN CHECKING F","",""
"7/16/2018","Under","NASHVILLE UNDER  1253","12.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/16/2018","Koto Japanese R","KOTO JAPANESE R  1253","28.95","debit","Restaurants","LIFEGREEN CHECKING F","",""
"7/16/2018","Acme","ACME FEED & SEE  1253","16.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/16/2018","Supercoolfu","SQ *SUPERCOOLFU  1253","25.69","debit","Hair","LIFEGREEN CHECKING F","",""
"7/16/2018","YMCA","YMCA OF MIDDLE   1253","40.00","debit","Gym","LIFEGREEN CHECKING F","",""
"7/16/2018","Beer Sellar","Beer Sellar      1253","19.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/16/2018","Oscar's Taco Shop","OSCARSTACOSHOP8  1253","8.33","debit","Restaurants","LIFEGREEN CHECKING F","",""
"7/16/2018","Zagg","ZAGG INC         1253","5.99","debit","Electronics & Software","LIFEGREEN CHECKING F","",""
"7/14/2018","H G Hill","H G HILL URBAN MAR NASHVILLE TN","15.76","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"7/13/2018","Internet Thank You","INTERNET PAYMENT - THANK YOU","437.46","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"7/13/2018","Cashback Bonus Redemption","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","79.31","credit","Bonus","DISCOVER IT CHROME CARD","",""
"7/13/2018","Dollar Shave Club","DSC*DOLLAR SHAV  1253","3.00","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"7/11/2018","Kroger","KROGER #567 NASHVILLE TN","49.78","debit","Groceries","DISCOVER IT CHROME CARD","",""
"7/11/2018","Mapco","MAPCO EXP#3307   1253","4.41","debit","Groceries","LIFEGREEN CHECKING F","",""
"7/11/2018","Nes Power Utility","NES POWER        UTILITY","114.79","debit","Utilities","LIFEGREEN CHECKING F","",""
"7/11/2018","Pilot Travel Center","PILOT 04580      1253","18.40","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"7/10/2018","McDonald's","MCDONALD'S F5852 CHARLESTON SC","5.65","debit","Fast Food","DISCOVER IT CHROME CARD","",""
"7/10/2018","Harris Teeter","HARRIS TEETER #451 JOHNS ISLAND SC","20.36","debit","Groceries","DISCOVER IT CHROME CARD","",""
"7/10/2018","Citgo","CITGO DOWNTOWN HARTF HARTFORD TNL18861019","15.57","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"7/10/2018","CK STORE","CK STORE272369   1253","2.51","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"7/09/2018","Fleet Street Pub","FLEET STREET PU  1253","22.85","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/09/2018","Venmo","VENMO            1253","20.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/09/2018","Park Cafe","THE PARK CAFE    1253","64.00","debit","Restaurants","LIFEGREEN CHECKING F","",""
"7/09/2018","Wal-Mart","Wal-Mart Super   1253","58.33","debit","Groceries","LIFEGREEN CHECKING F","",""
"7/09/2018","Fleet Street Pub","FLEET STREET PU  1253","8.28","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/07/2018","Harris Teeter","HARRIS TEETER #451 JOHNS ISLAND SC","18.33","debit","Groceries","DISCOVER IT CHROME CARD","",""
"7/07/2018","Shell","SHELL 57542559406 SUMMERVILLE SC","28.03","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"7/07/2018","Wal-Mart","WAL-MART SC - #1037 SUMMERVILLE SC","2.04","debit","Groceries","DISCOVER IT CHROME CARD","",""
"7/06/2018","Chick-Fil-A","CHICK-FIL-A #01601 COOKEVILLE TN","7.67","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"7/06/2018","Mapco Express Inc","MAPCO EXPRESS #3699 KNOXVILLE TN","6.00","debit","Groceries","DISCOVER IT CHROME CARD","",""
"7/06/2018","Mapco Express Inc","MAPCO EXPRESS #3699 KNOXVILLE TN","27.21","debit","Groceries","DISCOVER IT CHROME CARD","",""
"7/06/2018","Uber.com","UBER   TRIP FW2  1253","3.60","debit","Fun","LIFEGREEN CHECKING F","",""
"7/06/2018","Ubs Business Sol","UBS BUSINESS SOL PAYROLL","1431.95","credit","Paycheck","LIFEGREEN CHECKING F","",""
"7/05/2018","Uber.com","UBER   TRIP F22  1253","3.55","debit","Fun","LIFEGREEN CHECKING F","",""
"7/05/2018","Chipotle","CHIPOTLE 1687    1253","8.58","debit","Restaurants","LIFEGREEN CHECKING F","",""
"7/05/2018","Walgreens","WALGREENS STOR   1253","10.39","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/03/2018","Dgx Nashville","DGX -NASHVILLE NASHVILLE TN","12.29","debit","Groceries","DISCOVER IT CHROME CARD","",""
"7/03/2018","Cumberland 1","Cumberland on Ch Rent","732.50","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"7/03/2018","Paradise Park T","PARADISE PARK T  1253","7.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/02/2018","Jason Aldean","JASON ALDEAN S   1253","13.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/02/2018","Dncss Nash Aren","DNCSS NASH AREN  1253","6.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/02/2018","Uber.com","UBER   TRIP RO7  1253","5.08","debit","Fun","LIFEGREEN CHECKING F","",""
"7/02/2018","Jason Aldean","JASON ALDEAN S   1253","7.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/02/2018","Jason Aldean","JASON ALDEAN S   1253","7.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/02/2018","Jason Aldean","JASON ALDEAN S   1253","7.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/02/2018","Monty's Barber Shop","MONTYS BARBER S  1253","30.00","debit","Hair","LIFEGREEN CHECKING F","",""
"7/02/2018","Discover E","DISCOVER         E-PAYMENT","251.02","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"7/02/2018","Kung Fu Saloon","KUNG FU SALOON   1253","34.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/02/2018","Dncss Nash Aren","DNCSS NASH AREN  1253","11.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/02/2018","Oscar's Taco Shop","OSCARSTACOSHOP8  1253","19.21","debit","Restaurants","LIFEGREEN CHECKING F","",""
"7/01/2018","Kroger","KROGER #571 HENDERSONVILLTN","68.18","debit","Groceries","DISCOVER IT CHROME CARD","",""
"6/30/2018","H G Hill","H G HILL URBAN MAR NASHVILLE TN","15.76","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"6/29/2018","H G Hill","H G HILL URBAN MAR NASHVILLE TN","18.28","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"6/29/2018","Santorini Greek Restaurant","SANTORINI GREEK RESTAURA NASHVILLE TN","7.00","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"6/29/2018","Directpay Full Balance","DIRECTPAY FULL BALANCE","251.02","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"6/29/2018","Demos Restaura","DEMOS  RESTAURA  1253","9.00","debit","Restaurants","LIFEGREEN CHECKING F","",""
"6/28/2018","Usa Bar Partner","USA*BAR PARTNER  1253","5.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"6/28/2018","McDonald's","MCDONALD S F678  1253","3.58","debit","Fast Food","LIFEGREEN CHECKING F","",""
"6/27/2018","Venmo","VENMO            1253","76.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"6/27/2018","Paradise Park T","PARADISE PARK T  1253","8.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"6/27/2018","NJC Renewal","NASHVILLE AREA   1253","134.00","debit","Fun","LIFEGREEN CHECKING F","",""
"6/26/2018","Amazon","AMAZON.COM AMZN  1253","60.64","debit","Books","LIFEGREEN CHECKING F","",""
"6/26/2018","Venmo","VENMO            1253","7.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"6/26/2018","Mobile Deposit Avail","MOBILE DEPOSIT-AVAIL TONIGHT","20.83","credit","Income","LIFEGREEN CHECKING F","",""
"6/26/2018","Whiskey Row Nas","WHISKEY ROW NAS  1253","11.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"6/25/2018","Uber.com","UBER   TRIP CNV  1253","3.55","debit","Fun","LIFEGREEN CHECKING F","",""
"6/25/2018","Under","NASHVILLE UNDER  1253","26.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"6/25/2018","First Tennessee Bank","First Tennessee  1253","14.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"6/25/2018","Nvillesounds Ti","NVILLESOUNDS*TI  1253","10.93","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"6/25/2018","Panera Bread","PANERA BREAD #6  1253","0.66","debit","Restaurants","LIFEGREEN CHECKING F","",""
"6/25/2018","Uber.com","UBER   TRIP SIX  1253","3.50","debit","Fun","LIFEGREEN CHECKING F","",""
"6/25/2018","Jason Aldean","JASON ALDEAN S   1253","14.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"6/25/2018","Famous Saloon","FAMOUS SALOON    1253","38.50","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"6/25/2018","Under","NASHVILLE UNDER  1253","6.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"6/25/2018","Amazon","AMAZON MKTPLACE  1253","21.05","debit","Shopping","LIFEGREEN CHECKING F","",""
"6/25/2018","Under","NASHVILLE UNDER  1253","32.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"6/25/2018","Nashville Sports Massage","NASHVILLE SPORT  1253","58.95","debit","Fun","LIFEGREEN CHECKING F","",""
"6/23/2018","Kroger","KROGER #843 NASHVILLE TN","10.91","debit","Groceries","DISCOVER IT CHROME CARD","",""
"6/23/2018","Kroger","KROGER #843 NASHVILLE TN","45.42","debit","Groceries","DISCOVER IT CHROME CARD","",""
